Target,Process,File,Tag,Occurrences,Category
Human,Ex01,ex01_writer0045.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0045.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0045.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0045.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0047.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0047.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0047.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0047.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0047.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0048.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0048.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0048.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0048.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0048.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0050.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0050.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0050.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex01,ex01_writer0050.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0051.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0051.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0051.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0051.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0051.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,task,4,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0053.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex01,ex01_writer0054.bpmn,task,7,Flow Objects
Human,Ex01,ex01_writer0054.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0054.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0054.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0056.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0056.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0056.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0056.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0056.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0057.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0057.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0057.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0057.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0057.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0058.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0058.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0058.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0058.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0058.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0059.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0059.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0059.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0059.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0059.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0061.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0061.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0061.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0061.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0061.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0063.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0063.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0063.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0063.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0063.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0064.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0064.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0064.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex01,ex01_writer0064.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0064.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0065.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0065.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0065.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0065.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0065.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0066.bpmn,task,4,Flow Objects
Human,Ex01,ex01_writer0066.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0066.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0066.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0066.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0067.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0067.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0067.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0067.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0067.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0068.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0068.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0068.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0068.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0068.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0070.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0070.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0070.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0070.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0070.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0073.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0073.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0073.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0073.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0073.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0075.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0075.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0075.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0075.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0075.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0076.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0076.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0076.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0076.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0076.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0077.bpmn,task,4,Flow Objects
Human,Ex01,ex01_writer0077.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0077.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0077.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0077.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0078.bpmn,task,6,Flow Objects
Human,Ex01,ex01_writer0078.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex01,ex01_writer0078.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0078.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0078.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex01,ex01_writer0079.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0080.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0080.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0080.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0080.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0080.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0081.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0081.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0081.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0081.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0081.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0084.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0084.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0084.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0084.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0084.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0085.bpmn,task,6,Flow Objects
Human,Ex01,ex01_writer0085.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0085.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0085.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0085.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0088.bpmn,task,4,Flow Objects
Human,Ex01,ex01_writer0088.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0088.bpmn,endEvent,2,Flow Objects
Human,Ex01,ex01_writer0088.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex01,ex01_writer0088.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0089.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0089.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0089.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0089.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0089.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0093.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0093.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0093.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0093.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0094.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0094.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0094.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0094.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0094.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0096.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0096.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0096.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0096.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0096.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0097.bpmn,task,6,Flow Objects
Human,Ex01,ex01_writer0097.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0097.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0097.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0097.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0100.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0100.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0100.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0100.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0100.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0102.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0102.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0102.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0102.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0102.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0103.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0103.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex01,ex01_writer0103.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0103.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0104.bpmn,task,5,Flow Objects
Human,Ex01,ex01_writer0104.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0104.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0104.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0104.bpmn,endEvent,1,Flow Objects
Human,Ex01,ex01_writer0105.bpmn,task,6,Flow Objects
Human,Ex01,ex01_writer0105.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex01,ex01_writer0105.bpmn,parallelGateway,2,Flow Objects
Human,Ex01,ex01_writer0105.bpmn,startEvent,1,Flow Objects
Human,Ex01,ex01_writer0105.bpmn,endEvent,1,Flow Objects
Human,Ex02,ex02_writer0001.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0002.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0005.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0008.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0013.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0014.bpmn,dataObject,6,Artifacts
Human,Ex02,ex02_writer0015.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0016.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0017.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0019.bpmn,dataObject,6,Artifacts
Human,Ex02,ex02_writer0020.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0021.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0024.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0025.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0026.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0027.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0028.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0030.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0031.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0033.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0034.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0035.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0036.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0038.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0041.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0042.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0043.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0044.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0045.bpmn,dataObject,7,Artifacts
Human,Ex02,ex02_writer0047.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0050.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0051.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0053.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0054.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0057.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0058.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0059.bpmn,dataObject,9,Artifacts
Human,Ex02,ex02_writer0061.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0063.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0064.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0065.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0067.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0068.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0070.bpmn,dataObject,4,Artifacts
Human,Ex02,ex02_writer0073.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0075.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0077.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0080.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0081.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0084.bpmn,dataObject,6,Artifacts
Human,Ex02,ex02_writer0085.bpmn,dataObject,7,Artifacts
Human,Ex02,ex02_writer0088.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0089.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0094.bpmn,dataObject,1,Artifacts
Human,Ex02,ex02_writer0096.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0097.bpmn,dataObject,8,Artifacts
Human,Ex02,ex02_writer0100.bpmn,dataObject,6,Artifacts
Human,Ex02,ex02_writer0102.bpmn,dataObject,2,Artifacts
Human,Ex02,ex02_writer0103.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0104.bpmn,dataObject,5,Artifacts
Human,Ex02,ex02_writer0105.bpmn,dataObject,3,Artifacts
Human,Ex02,ex02_writer0001.bpmn,targetRef,10,Connecting Objects
Human,Ex02,ex02_writer0001.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0001.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0001.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0001.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0002.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0002.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0002.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0002.bpmn,targetRef,8,Connecting Objects
Human,Ex02,ex02_writer0002.bpmn,sourceRef,4,Connecting Objects
Human,Ex02,ex02_writer0005.bpmn,incoming,12,Connecting Objects
Human,Ex02,ex02_writer0005.bpmn,outgoing,12,Connecting Objects
Human,Ex02,ex02_writer0005.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex02,ex02_writer0005.bpmn,targetRef,10,Connecting Objects
Human,Ex02,ex02_writer0005.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0006.bpmn,sequenceFlow,11,Connecting Objects
Human,Ex02,ex02_writer0006.bpmn,incoming,11,Connecting Objects
Human,Ex02,ex02_writer0006.bpmn,outgoing,11,Connecting Objects
Human,Ex02,ex02_writer0008.bpmn,incoming,7,Connecting Objects
Human,Ex02,ex02_writer0008.bpmn,outgoing,7,Connecting Objects
Human,Ex02,ex02_writer0008.bpmn,sequenceFlow,7,Connecting Objects
Human,Ex02,ex02_writer0008.bpmn,targetRef,4,Connecting Objects
Human,Ex02,ex02_writer0008.bpmn,sourceRef,2,Connecting Objects
Human,Ex02,ex02_writer0013.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0013.bpmn,targetRef,8,Connecting Objects
Human,Ex02,ex02_writer0013.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0013.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0013.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0014.bpmn,targetRef,13,Connecting Objects
Human,Ex02,ex02_writer0014.bpmn,incoming,9,Connecting Objects
Human,Ex02,ex02_writer0014.bpmn,outgoing,9,Connecting Objects
Human,Ex02,ex02_writer0014.bpmn,sequenceFlow,9,Connecting Objects
Human,Ex02,ex02_writer0014.bpmn,sourceRef,8,Connecting Objects
Human,Ex02,ex02_writer0015.bpmn,incoming,7,Connecting Objects
Human,Ex02,ex02_writer0015.bpmn,outgoing,7,Connecting Objects
Human,Ex02,ex02_writer0015.bpmn,sequenceFlow,7,Connecting Objects
Human,Ex02,ex02_writer0015.bpmn,targetRef,2,Connecting Objects
Human,Ex02,ex02_writer0015.bpmn,sourceRef,1,Connecting Objects
Human,Ex02,ex02_writer0016.bpmn,incoming,6,Connecting Objects
Human,Ex02,ex02_writer0016.bpmn,outgoing,6,Connecting Objects
Human,Ex02,ex02_writer0016.bpmn,sequenceFlow,6,Connecting Objects
Human,Ex02,ex02_writer0016.bpmn,targetRef,4,Connecting Objects
Human,Ex02,ex02_writer0016.bpmn,sourceRef,2,Connecting Objects
Human,Ex02,ex02_writer0017.bpmn,incoming,12,Connecting Objects
Human,Ex02,ex02_writer0017.bpmn,outgoing,12,Connecting Objects
Human,Ex02,ex02_writer0017.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex02,ex02_writer0017.bpmn,targetRef,6,Connecting Objects
Human,Ex02,ex02_writer0017.bpmn,sourceRef,4,Connecting Objects
Human,Ex02,ex02_writer0019.bpmn,targetRef,11,Connecting Objects
Human,Ex02,ex02_writer0019.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0019.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0019.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0019.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0020.bpmn,incoming,13,Connecting Objects
Human,Ex02,ex02_writer0020.bpmn,outgoing,13,Connecting Objects
Human,Ex02,ex02_writer0020.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex02,ex02_writer0020.bpmn,targetRef,5,Connecting Objects
Human,Ex02,ex02_writer0020.bpmn,sourceRef,4,Connecting Objects
Human,Ex02,ex02_writer0021.bpmn,outgoing,10,Connecting Objects
Human,Ex02,ex02_writer0021.bpmn,incoming,10,Connecting Objects
Human,Ex02,ex02_writer0021.bpmn,sequenceFlow,10,Connecting Objects
Human,Ex02,ex02_writer0021.bpmn,targetRef,3,Connecting Objects
Human,Ex02,ex02_writer0021.bpmn,sourceRef,1,Connecting Objects
Human,Ex02,ex02_writer0024.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0024.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0024.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0024.bpmn,targetRef,6,Connecting Objects
Human,Ex02,ex02_writer0024.bpmn,sourceRef,3,Connecting Objects
Human,Ex02,ex02_writer0025.bpmn,outgoing,12,Connecting Objects
Human,Ex02,ex02_writer0025.bpmn,incoming,12,Connecting Objects
Human,Ex02,ex02_writer0025.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex02,ex02_writer0025.bpmn,targetRef,10,Connecting Objects
Human,Ex02,ex02_writer0025.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0026.bpmn,incoming,7,Connecting Objects
Human,Ex02,ex02_writer0026.bpmn,outgoing,7,Connecting Objects
Human,Ex02,ex02_writer0026.bpmn,sequenceFlow,7,Connecting Objects
Human,Ex02,ex02_writer0026.bpmn,targetRef,4,Connecting Objects
Human,Ex02,ex02_writer0026.bpmn,sourceRef,3,Connecting Objects
Human,Ex02,ex02_writer0027.bpmn,targetRef,7,Connecting Objects
Human,Ex02,ex02_writer0027.bpmn,incoming,5,Connecting Objects
Human,Ex02,ex02_writer0027.bpmn,outgoing,5,Connecting Objects
Human,Ex02,ex02_writer0027.bpmn,sequenceFlow,5,Connecting Objects
Human,Ex02,ex02_writer0027.bpmn,sourceRef,4,Connecting Objects
Human,Ex02,ex02_writer0028.bpmn,outgoing,10,Connecting Objects
Human,Ex02,ex02_writer0028.bpmn,incoming,10,Connecting Objects
Human,Ex02,ex02_writer0028.bpmn,sequenceFlow,10,Connecting Objects
Human,Ex02,ex02_writer0028.bpmn,targetRef,4,Connecting Objects
Human,Ex02,ex02_writer0028.bpmn,sourceRef,3,Connecting Objects
Human,Ex02,ex02_writer0030.bpmn,targetRef,10,Connecting Objects
Human,Ex02,ex02_writer0030.bpmn,outgoing,9,Connecting Objects
Human,Ex02,ex02_writer0030.bpmn,incoming,9,Connecting Objects
Human,Ex02,ex02_writer0030.bpmn,sequenceFlow,9,Connecting Objects
Human,Ex02,ex02_writer0030.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0031.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex02,ex02_writer0031.bpmn,outgoing,13,Connecting Objects
Human,Ex02,ex02_writer0031.bpmn,incoming,13,Connecting Objects
Human,Ex02,ex02_writer0031.bpmn,targetRef,9,Connecting Objects
Human,Ex02,ex02_writer0031.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0033.bpmn,incoming,7,Connecting Objects
Human,Ex02,ex02_writer0033.bpmn,outgoing,7,Connecting Objects
Human,Ex02,ex02_writer0033.bpmn,sequenceFlow,7,Connecting Objects
Human,Ex02,ex02_writer0033.bpmn,targetRef,5,Connecting Objects
Human,Ex02,ex02_writer0033.bpmn,sourceRef,3,Connecting Objects
Human,Ex02,ex02_writer0034.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0034.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0034.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0034.bpmn,targetRef,2,Connecting Objects
Human,Ex02,ex02_writer0034.bpmn,sourceRef,1,Connecting Objects
Human,Ex02,ex02_writer0035.bpmn,incoming,11,Connecting Objects
Human,Ex02,ex02_writer0035.bpmn,outgoing,11,Connecting Objects
Human,Ex02,ex02_writer0035.bpmn,sequenceFlow,11,Connecting Objects
Human,Ex02,ex02_writer0035.bpmn,targetRef,9,Connecting Objects
Human,Ex02,ex02_writer0035.bpmn,sourceRef,5,Connecting Objects
Human,Ex02,ex02_writer0036.bpmn,targetRef,10,Connecting Objects
Human,Ex02,ex02_writer0036.bpmn,incoming,8,Connecting Objects
Human,Ex02,ex02_writer0036.bpmn,outgoing,8,Connecting Objects
Human,Ex02,ex02_writer0036.bpmn,sequenceFlow,8,Connecting Objects
Human,Ex02,ex02_writer0036.bpmn,sourceRef,6,Connecting Objects
Human,Ex02,ex02_writer0038.bpmn,sequenceFlow,10,Connecting Objects
Human,Ex02,ex02_writer0038.bpmn,incoming,10,Connecting Objects
Human,Ex02,ex02_writer0038.bpmn,outgoing,10,Connecting Objects
Human,Ex02,ex02_writer0038.bpmn,targetRef,4,Connecting Objects
